,age,gender,time_available,route_type,price,difficulty,accompaniment,transport,selection_map
315,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,21
316,+45,Prefiero no decirlo,3 - 4,Historica,Gratis,Alta,Solo,Pie,16
317,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,20
318,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Pie,11
319,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,21
320,18-35,Hombre,3 - 4,Historica,+50 Euros,Baja,Solo,Pie,12
321,35-45,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,8
322,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,2
323,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,3
324,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,20
325,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Bicicleta,18
326,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Pie,9
327,35-45,Mujer,1 - 2,Historica,1-50 Euros,Alta,Solo,Pie,4
328,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Familia,Pie,1
329,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,16
330,+45,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,22
331,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,12
332,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Bicicleta,3
333,35-45,Mujer,3 - 4,Historica,1-50 Euros,Alta,Solo,Pie,22
334,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,3
335,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,19
336,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Familia,Pie,19
337,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,19
338,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,8
339,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,3
340,35-45,Hombre,1 - 2,Turistica,Gratis,Baja,Familia,Pie,16
341,35-45,Hombre,3 - 4,Patrimonio,+50 Euros,Baja,Pareja,Pie,2
342,18-35,Mujer,7 - 8,Literaria,1-50 Euros,Baja,Pareja,Pie,10
343,18-35,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,14
344,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,2
345,18-35,Mujer,1 - 2,Historica,Gratis,Alta,Familia,Pie,18
346,+45,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Familia,Pie,22
347,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,2
348,35-45,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,22
349,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,4
350,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Familia,Pie,2
351,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Bicicleta,23
352,+45,Prefiero no decirlo,3 - 4,Historica,Gratis,Baja,Solo,Pie,3
353,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Familia,Pie,1
354,35-45,Mujer,7 - 8,Turistica,1-50 Euros,Baja,Pareja,Pie,7
355,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Pie,10
356,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,20
357,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Pie,15
358,+45,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,19
359,18-35,Hombre,5 - 6,Literaria,Gratis,Alta,Pareja,Pie,13
360,18-35,Mujer,7 - 8,Turistica,1-50 Euros,Baja,Pareja,Pie,8
361,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,2
362,35-45,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,5
363,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,16
364,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,9
365,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Bicicleta,15
366,35-45,Mujer,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,5
367,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Solo,Pie,12
368,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,23
369,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,21
370,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,23
371,18-35,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Bicicleta,17
372,35-45,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Solo,Pie,1
373,18-35,Hombre,7 - 8,Turistica,+50 Euros,Baja,Familia,Pie,10
374,35-45,Prefiero no decirlo,1 - 2,Literaria,+50 Euros,Baja,Familia,Bicicleta,1
375,18-35,Mujer,3 - 4,Historica,+50 Euros,Baja,Pareja,Pie,2
376,35-45,Hombre,3 - 4,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,6
377,18-35,Hombre,7 - 8,Historica,1-50 Euros,Alta,Pareja,Bicicleta,9
378,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,3
379,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,22
380,35-45,Mujer,7 - 8,Historica,Gratis,Baja,Solo,Bicicleta,23
381,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,10
382,35-45,Hombre,7 - 8,Literaria,1-50 Euros,Alta,Solo,Bicicleta,21
383,18-35,Hombre,3 - 4,Turistica,Gratis,Alta,Familia,Pie,16
384,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,9
385,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,0
386,18-35,Prefiero no decirlo,1 - 2,Patrimonio,Gratis,Baja,Familia,Pie,9
387,18-35,Mujer,7 - 8,Literaria,Gratis,Baja,Pareja,Bicicleta,18
388,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,0
389,18-35,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Alta,Pareja,Pie,1
390,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Alta,Pareja,Pie,10
391,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,19
392,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,2
393,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,13
394,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,9
395,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,18
396,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,17
397,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,7
398,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,6
399,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,17
400,35-45,Prefiero no decirlo,7 - 8,Turistica,+50 Euros,Baja,Pareja,Pie,15
401,18-35,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,16
402,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Solo,Bicicleta,20
403,+45,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Solo,Bicicleta,15
404,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,2
405,35-45,Prefiero no decirlo,7 - 8,Patrimonio,Gratis,Alta,Solo,Bicicleta,4
406,35-45,Mujer,1 - 2,Historica,Gratis,Alta,Familia,Bicicleta,6
407,35-45,Mujer,1 - 2,Literaria,Gratis,Baja,Familia,Bicicleta,22
408,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,4
409,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,22
410,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,17
411,18-35,Mujer,5 - 6,Historica,1-50 Euros,Baja,Pareja,Pie,9
412,35-45,Mujer,3 - 4,Historica,+50 Euros,Alta,Solo,Bicicleta,10
413,35-45,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,5
414,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,3
415,18-35,Mujer,5 - 6,Turistica,Gratis,Baja,Familia,Pie,1
416,18-35,Hombre,5 - 6,Historica,Gratis,Alta,Solo,Pie,18
417,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Familia,Bicicleta,6
418,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,9
419,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,11
420,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,20
421,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,12
422,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Familia,Bicicleta,16
423,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,5
424,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,18
425,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,19
426,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,18
427,+45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,16
428,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,3
429,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,3
430,18-35,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,8
431,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,22
432,+45,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Solo,Pie,8
433,18-35,Prefiero no decirlo,1 - 2,Turistica,+50 Euros,Baja,Pareja,Bicicleta,2
434,35-45,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,19
435,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Familia,Pie,8
436,18-35,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,10
437,18-35,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,13
438,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Pie,1
439,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,4
440,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Bicicleta,3
441,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Bicicleta,22
442,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,3
443,35-45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,9
444,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Familia,Bicicleta,1
445,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Solo,Bicicleta,6
446,18-35,Mujer,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,0
447,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Bicicleta,3
448,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,2
449,18-35,Hombre,3 - 4,Patrimonio,Gratis,Baja,Solo,Bicicleta,20
450,+45,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,16
451,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,6
452,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,6
453,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Solo,Bicicleta,19
454,+45,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,8
455,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,10
456,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,22
457,+45,Hombre,5 - 6,Historica,Gratis,Alta,Familia,Pie,22
458,+45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,13
459,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,11
460,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,4
461,+45,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Pie,0
462,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Solo,Pie,6
463,+45,Hombre,1 - 2,Turistica,Gratis,Alta,Familia,Pie,14
464,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,15
465,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Bicicleta,5
466,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,10
467,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Familia,Bicicleta,21
468,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,15
469,35-45,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Pie,15
470,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Familia,Pie,17
471,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Familia,Pie,13
472,+45,Mujer,1 - 2,Turistica,Gratis,Alta,Familia,Bicicleta,16
473,35-45,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,7
474,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,18
475,18-35,Hombre,3 - 4,Patrimonio,1-50 Euros,Alta,Pareja,Pie,19
476,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,14
477,35-45,Hombre,3 - 4,Patrimonio,Gratis,Alta,Pareja,Bicicleta,1
478,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Familia,Pie,4
479,+45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,10
480,35-45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,20
481,+45,Hombre,5 - 6,Turistica,Gratis,Baja,Pareja,Pie,7
482,18-35,Hombre,3 - 4,Historica,+50 Euros,Baja,Pareja,Pie,21
483,+45,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,21
484,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,20
485,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Solo,Pie,11
486,+45,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,6
487,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,10
488,+45,Hombre,5 - 6,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,19
489,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,16
490,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,18
491,18-35,Mujer,1 - 2,Historica,+50 Euros,Alta,Solo,Pie,7
492,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Solo,Pie,9
493,35-45,Hombre,1 - 2,Literaria,Gratis,Alta,Solo,Bicicleta,13
494,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,6
495,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,7
496,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,7
497,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,4
498,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,22
499,+45,Hombre,1 - 2,Literaria,Gratis,Alta,Solo,Pie,11
500,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,1
501,+45,Mujer,3 - 4,Turistica,Gratis,Alta,Familia,Bicicleta,21
502,18-35,Hombre,3 - 4,Turistica,+50 Euros,Baja,Pareja,Bicicleta,15
503,+45,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,14
504,18-35,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,6
505,+45,Mujer,1 - 2,Historica,Gratis,Alta,Solo,Pie,19
506,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,17
507,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,13
508,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Solo,Pie,7
509,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,2
510,+45,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,13
511,18-35,Hombre,3 - 4,Patrimonio,1-50 Euros,Alta,Pareja,Pie,17
512,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,2
513,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Familia,Pie,1
514,18-35,Hombre,7 - 8,Patrimonio,Gratis,Alta,Pareja,Pie,19
515,+45,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Familia,Bicicleta,8
516,35-45,Mujer,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,12
517,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,8
518,35-45,Mujer,1 - 2,Historica,+50 Euros,Baja,Solo,Pie,17
519,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,16
520,35-45,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,12
521,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,6
522,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,3
523,18-35,Hombre,5 - 6,Turistica,Gratis,Baja,Solo,Bicicleta,14
524,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Solo,Pie,21
525,35-45,Hombre,7 - 8,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,3
526,35-45,Mujer,3 - 4,Historica,Gratis,Alta,Familia,Bicicleta,12
527,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,2
528,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,1
529,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,22
530,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Pie,13
531,35-45,Mujer,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,15
532,35-45,Hombre,3 - 4,Turistica,+50 Euros,Alta,Solo,Bicicleta,17
533,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,1
534,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,18
535,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Bicicleta,19
536,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,0
537,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,3
538,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,1
539,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,13
540,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,1
541,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,0
542,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Bicicleta,11
543,18-35,Mujer,3 - 4,Literaria,Gratis,Baja,Familia,Bicicleta,15
544,18-35,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,2
545,+45,Hombre,3 - 4,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,14
546,35-45,Mujer,1 - 2,Patrimonio,1-50 Euros,Baja,Pareja,Pie,15
547,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Bicicleta,18
548,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,11
549,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,10
550,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,9
551,35-45,Hombre,7 - 8,Patrimonio,Gratis,Alta,Pareja,Pie,9
552,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Solo,Bicicleta,22
553,18-35,Hombre,7 - 8,Patrimonio,1-50 Euros,Baja,Pareja,Pie,5
554,18-35,Mujer,7 - 8,Patrimonio,1-50 Euros,Baja,Solo,Pie,4
555,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Solo,Bicicleta,21
556,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,9
557,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,4
558,18-35,Prefiero no decirlo,1 - 2,Literaria,1-50 Euros,Alta,Solo,Pie,21
559,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,9
560,18-35,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,6
561,35-45,Mujer,1 - 2,Patrimonio,1-50 Euros,Alta,Pareja,Pie,6
562,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,13
563,18-35,Mujer,3 - 4,Historica,+50 Euros,Alta,Pareja,Bicicleta,22
564,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,14
565,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,15
566,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,7
567,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,20
568,+45,Hombre,5 - 6,Patrimonio,Gratis,Alta,Solo,Pie,17
569,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Familia,Bicicleta,21
570,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,8
571,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,10
572,35-45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,4
573,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Pie,15
574,35-45,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Familia,Pie,7
575,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,15
576,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Familia,Bicicleta,6
577,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,18
578,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,14
579,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,6
580,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,7
581,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Familia,Pie,17
582,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,10
583,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,17
584,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Pie,21
585,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Bicicleta,23
586,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,8
587,35-45,Mujer,3 - 4,Turistica,Gratis,Alta,Solo,Pie,8
588,35-45,Hombre,5 - 6,Historica,1-50 Euros,Alta,Pareja,Pie,15
589,+45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,2
590,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,22
591,+45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,16
592,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,9
593,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,22
594,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,10
595,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Familia,Pie,2
596,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Solo,Bicicleta,4
597,35-45,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Solo,Pie,12
598,18-35,Mujer,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,13
599,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,6
600,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,5
601,+45,Mujer,7 - 8,Historica,Gratis,Alta,Pareja,Pie,21
602,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,8
603,18-35,Prefiero no decirlo,7 - 8,Historica,1-50 Euros,Baja,Pareja,Pie,8
604,18-35,Hombre,3 - 4,Patrimonio,1-50 Euros,Baja,Pareja,Pie,2
605,18-35,Mujer,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,12
606,35-45,Mujer,5 - 6,Historica,Gratis,Baja,Solo,Bicicleta,8
607,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,16
608,18-35,Hombre,1 - 2,Historica,+50 Euros,Baja,Pareja,Bicicleta,20
609,+45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Familia,Bicicleta,1
610,18-35,Mujer,7 - 8,Turistica,1-50 Euros,Baja,Pareja,Pie,1
611,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,3
612,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,9
613,35-45,Hombre,7 - 8,Historica,1-50 Euros,Alta,Solo,Bicicleta,8
614,35-45,Hombre,1 - 2,Patrimonio,+50 Euros,Baja,Pareja,Pie,9
615,18-35,Hombre,7 - 8,Historica,Gratis,Alta,Solo,Pie,20
616,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,2
617,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,2
618,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,10
619,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,5
620,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,12
621,18-35,Hombre,3 - 4,Historica,+50 Euros,Baja,Pareja,Bicicleta,17
622,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Solo,Bicicleta,6
623,18-35,Hombre,1 - 2,Historica,+50 Euros,Baja,Solo,Bicicleta,3
624,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Bicicleta,19
625,18-35,Hombre,7 - 8,Historica,1-50 Euros,Alta,Pareja,Bicicleta,19
626,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Familia,Pie,12
627,+45,Hombre,3 - 4,Turistica,Gratis,Alta,Familia,Pie,12
628,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Bicicleta,11
629,18-35,Hombre,3 - 4,Historica,+50 Euros,Baja,Pareja,Bicicleta,19
