descripcion,coordenadas,nombre_ruta,nombre_punto_interes,descripcion_ruta
"Des d’aquest punt ja albirem la Plaça de la Verge, la plaça per als vianants més gran i popular de València, on es troba la Basílica de la Verge dels Desemparats, del S. XVII.<br><br>Aquest santuari dedicat a la patrona de la ciutat va ser construït sobre el Fòrum romà de la ciutat de València. És en aquesta plaça on es realitza la famosa Ofrena de Flors a la Verge durant les Falles. Sens dubte pot ser un bon lloc per a reposar forces en alguna de les seues atractives terrasses abans de seguir cap a la nostra següent destinació.","['-0.3748765,39.4763064,0']",Ruta pel Centre Històric,Basílica de la Verge dels Desemparats,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"<img src=""https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/hvsq0j1nq5tfmlhl3aion1nl9s/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vZDaRdGuLpoSdmSW3LHTG03D-MB9iHB-cmy7jP283ZVoDQ1jVwsvcDaHig2_0RWi0h-9-ONqOlTs8s3Hb2XePZg8SQ2BBVytjTjSliOXpH7lZ5e57g36ac3l8eMIIeeSn1ASF8PPcJvWu_689pfATBt4U-RksPAjSsOiBc-6VFeO5cfwOXy7bXN1qIgZsqqsoMp?session=0&fife"" height=""200"" width=""auto"" /><br><br>Al costat de la Plaça de la Verge es troba la Catedral de València, seu del Arzobispado, dedicada a l’Asunción de María. Va ser construïda en estil gòtic valencià i els segles li van ser aportant altres elements del renaixement, barroc i neoclàssic. Del seu interior destaquem la Capella del Sant Calze i la col·lecció de pintura renaixentista italiana. La seua entrada principal barroca o Porta dels Ferros dóna a la Plaça de la Reina. I per a arribar fins a ella passarem per sota de la seua torre campanar del Micalet, una de les construccions més populars de València que pot visitar-se pujant la seua famosa escala de caragol. Allà dalt, a 207 graons del sòl, ens esperen unes meravelloses vistes de la ciutat.","['-0.3751877,39.4755414,0']",Ruta pel Centre Històric,Catedral i Micalet,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"La Plaça de la Reina és un dels llocs més concorreguts de València, lloc de confluència de set carrers adjacents. En aquesta plaça se situa el quilòmetre 0 de les carreteres radials de València i és la referència segons la qual es numeren els edificis de la ciutat. A més, destaca per les seues concorregudes terrasses, les seues parades d’autobús, el seu pàrquing subterrani i la seua animada vida social i comercial. Probablement la plaça més fotografiada de la ciutat, gràcies a la presència del Micalet.","['-0.3754586,39.4746449,0']",Ruta pel Centre Històric,Plaça de la Reina,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"Des de la Plaça de la Reina pel Carrer de la Barchilla arribem al Centre Arqueològic de l’Almoina. Impressiona pensar que aquest museu es troba sobre l’antiga plaça romana de Décimo Junio Bruto. Exhibeix les restes de les excavacions arqueològiques que va dur a terme en aquest lloc durant dues dècades l’Ajuntament de València: monuments, edificis i elements arquitectònics antics, monedes, peces de ceràmica, etc. Un emocionant recorregut per diferents etapes de la història urbana de la ciutat.","['-0.3742355,39.4761501,0']",Ruta pel Centre Històric,Centre Arqueològic de l’Almoina.,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"Molt prop d’allí està el l’Almodí, un antic magatzem de blat construït en el S. XV que des de 1996 acull exposicions artístiques temporals. Abans havia funcionat com a Museu Paleontològic. És un edifici gòtic molt bell, situat en un entorn de gran encant.","['-0.3738707,39.4765176,0']",Ruta pel Centre Històric,L'Almodí,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"<img src=""https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/b9ej1232svpfprcui02726ulgc/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vb4X0IkejKPy1ChbfEXgM8ztwPNr3qY1ArfUE7VjHVPWZhqa975CPnolGul3V9CjtKej3OpWDePqPqvoHI4yX_TyToKjtAQAMoV0seWZkN3HdnnvSqOR0W3HgyACWBgJvNPG2AHDUkLxIO9EK-lf8AGR_AEz6PSikCQMp7F9P3oSmt9mzWYhCFWEJtInbhkDnXq?session=0&fife"" height=""200"" width=""auto"" /><br><br>Altre dels punts turístics clau a València és el Palau del Marquès de Dosaigües, la façana del qual rococó deixa bocabadats a la majoria de visitants per la seua extraordinària riquesa artística. Arribem fins a aquest punt recorrent carrers del centre històric com la dels Venerables i la d’Avellanes, en paral·lel a la Catedral i la Plaça de la Reina. D’aquesta forma arribem a la de la Pau i en una dels seus carrers adjacents trobem aquest palau. Els amants de la ceràmica no es perdran el Museu Nacional de Ceràmica González Martí que se situa en la segona planta.","['-0.3745222,39.4730729,0']",Ruta pel Centre Històric,Palau del Marquès de Dosaigües,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"A menys d’un minut, creuant la Calle Poeta Querol, s’alça el Palau dels Boïl d’Arenós, en el Carrer Llibreters, la construcció del qual es va iniciar en el S. XIV encara que el seu aspecte actual correspon a la reforma efectuada en el S. XVIII. Després de la seua restauració en 1997 es va convertir en seu de la Borsa de València.","['-0.3736424,39.4726547,0']",Ruta pel Centre Històric,Palau dels Boïl d’Arenós,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"Fem una passejada des de la Calle Poeta Querol i ens fiquem pel Carrer Barcelonina. En 5 minuts arribem a la Plaça de l’Ajuntament, en la qual podem admirar els seus bells edificis, com la casa consistorial seu de l’Ajuntament, l’edifici de Correus, la seua preciosa font de traçat circular, l’edifici Rialto (seu de la Filmoteca), etc. En el centre de la seua esplanada se celebren les famoses mascletás, impressionants espectacles pirotècnics, tots els anys entre l’1 i el 19 de març a les 14h.","['-0.3770435,39.4697684,0']",Ruta pel Centre Històric,Plaça de l’Ajuntament,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"<img src=""https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/riq3o6shqdappilikq5hf8iqh4/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vYobPu0bWqRkZYU_6kDyG8FipkTbqOZ9hCuyTWwO3t6ZkE8GJEmTLgZGNASH7OeIm4pvHoDW7U-Hm_XPanlm7laiXXix0w9o8FkEi69oREWf-_JdIN3W3OhZoun8Ydh9zxhuTGhKtfI3mgr_Pe-g50zrZCea7ohAERjYt20jb9d1AHT3dl7oQbP3GEMMZ9z4FDG?session=0&fife"" height=""200"" width=""auto"" /><br><br>La Llotja de la Seda és un dels edificis més assenyalats de València, declarada Patrimoni de la Humanitat per la UNESCO. Des del carrer es poden admirar els medallons, escultures i gàrgoles que pengen de la seua façana i, ja a l’interior, els seus impressionants i luxoses sales. La construcció d’aquest monument va simbolitzar la gran esplendor del comerç valencià en el seu Segle d’Or.<br><br><img src=""https://doc-00-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/1l7t5d7tb7q1ec3qjjvn542c1o/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vY8vWPMahJm852Q1rlp57PyWCmGaHTIj1KnyeRE8HLHdpQRx4kA-An1AdD_qekSvkwKXt2xG4WD88VWs93Mzfikq-BppPdKbDiCGS5A4e-FlRwhWOhcWLbeQimYFSUarEIZtusr9FTANeNHX7ByO640wBuZvezBRUQDiV4rwDo-MwgLtqkSWGaGcZuB5UTEp_kr?session=0&fife"" height=""200"" width=""auto"" />","['-0.3785455,39.4743152,0']",Ruta pel Centre Històric,Llotja de la Seda ,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"<img src=""https://doc-0o-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/u8kbjrfrqf70srkas26e66rdpo/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vaUtXJ_g_hjD74VvUtyqfSbsE5TIXKLz-QdLgMK5av7yUmFhBcsggcsJYXcktJuQ3Vxp1bvKlxQNOR-m1h2BjkXtedwfcwaRNngG6fNUEQuZibFPwO8eogV413rvqiBlNih08KqBqBCiSFQhOVuB6HGI6X3fXP-ANXZDO_BhBsscY9mxn97szXS78K9W_5E13c0?session=0&fife"" height=""200"" width=""auto"" /><br><br>En aquesta mateixa plaça trobem el Mercat Central, una altra icona per als valencians, construït en els inicis del S. XX. Commou la bellesa de les seues ceràmiques i vidrieres, combinades amb les estructures de ferro forjat en un espectacular conjunt modernista. És la superfície més gran d’Europa dedicada a la venda de productes frescos d’alimentació, un lloc pel qual pululan diàriament milers de persones entre comerciants, clients, turistes i curiosos. En la mateixa plaça del Mercat hi ha algunes terrasses en les quals podem prendre algun refresc o picar alguna cosa abans de continuar la nostra ruta.<br><br><img src=""https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/bfa2n60irbevtsf5udim6f3o90/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vYIJHzndYgwswrV21w5jNbpyz2wEq9NFD2zTcytqhSyB3q0ht7uHqhWQj8K_ek7IvQK6XPHOb42RQJZKBAIiQ0BuRNAQdGdbt4Oo1d_CH2GZUu7ifPERa0flhQKbE25HBi9ahkGyWxDKSk9Fqq5HZklwhcYmfK30m4B-zzB56uSzEVKP6lSQnr5ct89QmwfGaUg?session=0&fife"" height=""200"" width=""auto"" /><br><br><img src=""https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/ula5bnkosfo1kg6cvp85tj9t3o/1657907100000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vbt_ehrhMN6CWFIwGv4Co_mQxy-RXlLTKzVLLAOvuTeg5aeQhxGm8OqOwu5WCOsmYyJe27vwBVjG6ZOMXQrpDJamrOjYElCNh3RATFsyL7b1D8yLA0GuKpGfGtHyVM3D-ZryvpQm4zPNToBFxdQiYm_jByi38s6cRe-M442mz0wkoEFrsHs5-ImNvzYCAefQ9ef?session=0&fife"" height=""200"" width=""auto"" />","['-0.3783614,39.4737368,0']",Ruta pel Centre Històric,Mercat Central,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"Per a arribar a les Torres de Quart podem optar per un camí més directe recorrent la Calle Murillo o internar-nos una mica en el Barri del Carmen per Bolsería i Plaça del Tossal per a després girar a l’esquerra en el Carrer Quart. Si hi ha temps recomanem aquesta segona opció perquè resulta molt més atractiva. Es tracta d’un altre d’aqueixos monuments típics de València, construït en el S. XV, una de les dues portes (amb la dels Serrans) que es conserven de la muralla medieval. Des de l’altra vorera del Carrer Guillem de Castro es poden contemplar les petjades dels projectils que l’exèrcit francés va deixar en la seua façana durant la Guerra de la Independència.","['-0.3839404,39.4758238,0']",Ruta pel Centre Històric,Torres de Quart,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"Comitè Executiu Popular (govern municipal)<br>Seu del Congrés dels Diputats<br>Seu del II Congrés Internacional d’Escriptors<br>Refugi antiaeri<br>Quan València fou capital de la II República espanyola (1936-1937), aquest edifici de la llavors Plaça d’Emilio Castelar acollí la seu oficial de les Corts republicanes. Al maig del 1937 patí seriosos danys arran un dels més de 400 bombardejos franquistes sobre la ciutat durant la Guerra Civil (1936-1939). Dos mesos després acollí el II Congrés Internacional d’Escriptors per a la Defensa de la Cultura. Al soterrani es conserva un refugi antiaeri amb capacitat per a més de 700 persones.<br><br>Plaça de l’Ajuntament, 1","['-0.3769713,39.4697563,0']",Ruta Valencia en la Memòria,Edifici de l'Ajuntament,"València en la Memòria és un projecte de la Regidoria de Patrimoni i Recursos Culturals que recupera per a l´espai públic de la nostra ciutat edificis o monuments que tingueren un important paper (polític, cultural, quotidià) durant la guerra civil, i para especial atenció a l´any en què València fou capital de la República (novembre 1936-octubre 1937).<br><br>Una sèrie de fites (monòlits de formigó) ens donen les informacions més destacades, il.lustrades amb imatges històriques, i ampliables en una versió web, de fàcil accés gràcies a codis QR. Els llocs senyalitzats son els següents:"
"Plaça dels Furs, s/n","['-0.3760527,39.4791643,0']",Ruta Valencia en la Memòria,Torres de Serrans,"València en la Memòria és un projecte de la Regidoria de Patrimoni i Recursos Culturals que recupera per a l´espai públic de la nostra ciutat edificis o monuments que tingueren un important paper (polític, cultural, quotidià) durant la guerra civil, i para especial atenció a l´any en què València fou capital de la República (novembre 1936-octubre 1937).<br><br>Una sèrie de fites (monòlits de formigó) ens donen les informacions més destacades, il.lustrades amb imatges històriques, i ampliables en una versió web, de fàcil accés gràcies a codis QR. Els llocs senyalitzats son els següents:"
